source_row_id,panel_id,figure_id,domain,table_title,panel_label,rank,entity_name_raw,metric_name,unit,value,value_label
row_46058a28e32e19ab,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,7,모니모,점유율 - 50대,%,26.7,26.7
row_f750b79006499f72,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,7,모니모,점유율 - 60대 이상,%,10.4,10.4
row_0abade7a07dc3cea,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,7,모니모,점유율 합계,%,37.1,37.1%
row_72c450fa2881a2f0,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,7,모니모,사용자,만 명,248.0,248만 명
row_9c51b58ee978b717,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,8,삼성 인터넷 브라우저,점유율 - 50대,%,21.0,21.0
row_5006d1ead0b588d9,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,8,삼성 인터넷 브라우저,점유율 - 60대 이상,%,15.4,15.4
row_cf546f2161e82e4a,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,8,삼성 인터넷 브라우저,점유율 합계,%,36.4,36.4%
row_96fb0182bebe56c0,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,8,삼성 인터넷 브라우저,사용자,만 명,935.0,935만 명
row_bcea9c4895785fad,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,9,삼성카드,점유율 - 50대,%,26.4,26.4
row_d15541a47e64b3ac,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,9,삼성카드,점유율 - 60대 이상,%,9.4,9.4
row_08921219a6571796,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,9,삼성카드,점유율 합계,%,35.8,35.8%
row_9bf599b5d5bf45a0,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,9,삼성카드,사용자,만 명,218.0,218만 명
row_7d9a101a89d5dfbe,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,10,삼성 계산기,점유율 - 50대,%,21.7,21.7
row_836df87af4661ff4,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,10,삼성 계산기,점유율 - 60대 이상,%,13.8,13.8
row_5d6ec0cca70729d8,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,10,삼성 계산기,점유율 합계,%,35.4,35.4%
row_0dd121a1adf33987,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,10,삼성 계산기,사용자,만 명,818.0,818만 명
row_5ccd093ba5917934,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,11,현대카드,점유율 - 50대,%,26.4,26.4
row_0688e69e881e03a6,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,11,현대카드,점유율 - 60대 이상,%,8.6,8.6
row_99943a6e678bcebd,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,11,현대카드,점유율 합계,%,35.0,35.0%
row_6ff81852356af0d3,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,11,현대카드,사용자,만 명,213.0,213만 명
row_cf4d9cbe8823f351,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,12,하나은행,점유율 - 50대,%,23.7,23.7
row_1ec4c90811068185,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,12,하나은행,점유율 - 60대 이상,%,11.3,11.3
row_d6be8b53ce093390,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,12,하나은행,점유율 합계,%,35.0,35.0%
row_7da12b17f3779455,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,12,하나은행,사용자,만 명,206.0,206만 명
row_8d1957a1eb9b88ce,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,13,NH스마트뱅킹,점유율 - 50대,%,24.4,24.4
row_4fd5cf63fa55f9ae,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,13,NH스마트뱅킹,점유율 - 60대 이상,%,10.5,10.5
row_58a90dfa68bd57ad,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,13,NH스마트뱅킹,점유율 합계,%,34.9,34.9%
row_469896548f81f6c1,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,13,NH스마트뱅킹,사용자,만 명,209.0,209만 명
row_455834153dbc9d00,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,14,신한 SOL뱅크,점유율 - 50대,%,22.4,22.4
row_d70dbdb06beac274,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,14,신한 SOL뱅크,점유율 - 60대 이상,%,11.4,11.4
row_f04ec30fbcb56664,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,14,신한 SOL뱅크,점유율 합계,%,33.8,33.8%
row_7a4c4e33559ff42f,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,14,신한 SOL뱅크,사용자,만 명,275.0,275만 명
row_3ba54c8dc9d4326f,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,15,KB스타뱅킹,점유율 - 50대,%,21.9,21.9
row_a082cf21b6b9a8b5,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,15,KB스타뱅킹,점유율 - 60대 이상,%,11.4,11.4
row_c4985d975aa990fd,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,15,KB스타뱅킹,점유율 합계,%,33.3,33.3%
row_8ec1405c24a67fad,fig02_t1,fig02,APP,액티브시니어+ 세대 앱 사용자 점유율* 순위 TOP15,TOP15,15,KB스타뱅킹,사용자,만 명,427.0,427만 명
row_6aa08ac245c68f2b,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,1,모니모,성장률*,%,59.2,59.2
row_24fdf5c65f704355,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,1,모니모,사용자 비율*,%,37.1,37.1%
row_cc99a18fcb72d365,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,2,G마켓,성장률*,%,51.4,51.4
row_4a33dc9ae542127f,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,2,G마켓,사용자 비율*,%,32.9,32.9%
row_add7b33950a1db40,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,3,KB Pay,성장률*,%,26.1,26.1
row_b7aedd4324926c5a,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,3,KB Pay,사용자 비율*,%,30.1,30.1%
row_8541f30fad92b80b,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,4,11번가,성장률*,%,15.7,15.7
row_ddc356ada2e75846,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,4,11번가,사용자 비율*,%,32.1,32.1%
row_509537b90be807ed,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,5,Google,성장률*,%,15.1,15.1
row_d7a1268c23265391,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,5,Google,사용자 비율*,%,27.7,27.7%
row_cbfc8ef1fefa3c84,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,6,카카오맵,성장률*,%,14.9,14.9
row_025e323b2b155171,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,6,카카오맵,사용자 비율*,%,29.4,29.4%
row_3cdadae11494bd2f,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,7,당근,성장률*,%,14.7,14.7
row_b847323fdc12e5ba,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,7,당근,사용자 비율*,%,25.7,25.7%
row_a2b180648c0d85a6,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,8,Google 포토,성장률*,%,14.1,14.1
row_7a90c82ac84f76d2,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,8,Google 포토,사용자 비율*,%,31.2,31.2%
row_52de1a01ad30d2a7,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,9,캐시워크,성장률*,%,12.7,12.7
row_41ef78eeccf85d9b,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,9,캐시워크,사용자 비율*,%,38.6,38.6%
row_0290afd2b5263ac1,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,10,디바이스 케어,성장률*,%,12.6,12.6
row_ca265e1abbd98957,fig03_t1,fig03,APP,액티브시니어 앱 사용자 성장률* 순위 TOP10,TOP10,10,디바이스 케어,사용자 비율*,%,31.2,31.2%
row_389ab2baebdab0b9,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",1,NH콕뱅크,액티브시니어+ 세대 비율,%,42.5,42.5%
row_e454937aab537993,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",1,NH콕뱅크,그 외 세대 비율,%,57.5,57.5%
row_0c671c52e188ec08,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",2,모니모,액티브시니어+ 세대 비율,%,37.1,37.1%
row_efd7a3537aa4d7e2,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",2,모니모,그 외 세대 비율,%,62.9,62.9%
row_fd19b66671339e17,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",3,삼성카드,액티브시니어+ 세대 비율,%,35.8,35.8%
row_54308f3fc3911e67,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",3,삼성카드,그 외 세대 비율,%,64.2,64.2%
row_e3dec1483c0d269b,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",4,현대카드,액티브시니어+ 세대 비율,%,35.0,35.0%
row_b54c30963cef5103,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",4,현대카드,그 외 세대 비율,%,65.0,65.0%
row_d37687bd86653d69,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",5,하나은행,액티브시니어+ 세대 비율,%,35.0,35.0%
row_c586be085f318726,fig04_t1,fig04,APP,액티브시니어+ 세대 앱 사용자 비율*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 배열)",5,하나은행,그 외 세대 비율,%,65.0,65.0%
row_da269b9779ae5224,fig04_t2,fig04,APP,액티브시니어+ 세대 앱 1인당 평균 실행횟수*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 막대)",1,모니모,1인당 평균 실행횟수,회,53.7,53.7회
row_5c667aec7d569227,fig04_t2,fig04,APP,액티브시니어+ 세대 앱 1인당 평균 실행횟수*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 막대)",2,NH콕뱅크,1인당 평균 실행횟수,회,36.9,36.9회
row_55da2d1408d7dd36,fig04_t2,fig04,APP,액티브시니어+ 세대 앱 1인당 평균 실행횟수*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 막대)",3,하나은행,1인당 평균 실행횟수,회,35.1,35.1회
row_732dd74b9aa2aba6,fig04_t2,fig04,APP,액티브시니어+ 세대 앱 1인당 평균 실행횟수*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 막대)",4,현대카드,1인당 평균 실행횟수,회,27.4,27.4회
row_b2d33fc1a1a503dd,fig04_t2,fig04,APP,액티브시니어+ 세대 앱 1인당 평균 실행횟수*,"주요 금융 앱 5개 (순위 숫자 미표기, 좌→우 내림차순 막대)",5,삼성카드,1인당 평균 실행횟수,회,17.7,17.7회
row_a6065242df202a02,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",1,G마켓,24년 하반기 월간 사용자 평균,만명,147.0,147만명
row_d97303fe5023662b,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",1,G마켓,25년 하반기 월간 사용자 평균,만명,223.0,223만명
row_b86ccbaea3f29bb0,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",1,G마켓,성장률,%,51.4,+51.4% 성장
row_d647a486684e11a7,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",2,11번가,24년 하반기 월간 사용자 평균,만명,226.0,226만명
row_1e162da053448b0f,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",2,11번가,25년 하반기 월간 사용자 평균,만명,262.0,262만명
row_f98fefe968c137f1,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",2,11번가,성장률,%,15.7,+15.7% 성장
row_59a6aff3428b5836,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",3,당근,24년 하반기 월간 사용자 평균,만명,501.0,501만명
row_d5dd330b9c0d36ce,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",3,당근,25년 하반기 월간 사용자 평균,만명,575.0,575만명
row_12d179960057d704,fig05_t1,fig05,APP,액티브시니어+ 세대 앱 사용자 평균 및 성장률*,"주요 쇼핑 앱 3개 (막대그래프, 24년 하반기 vs 25년 하반기)",3,당근,성장률,%,14.7,+14.7% 성장
row_ad8dd96a1a1aa3fd,fig05_t2,fig05,APP,액티브시니어+ 세대 앱 1인당 평균 실행횟수*,주요 쇼핑 앱 3개 (막대그래프),1,당근,1인당 평균 실행횟수,회,176.7,176.7회
row_cdbd7eb770da7dc4,fig05_t2,fig05,APP,액티브시니어+ 세대 앱 1인당 평균 실행횟수*,주요 쇼핑 앱 3개 (막대그래프),2,G마켓,1인당 평균 실행횟수,회,52.6,52.6회
