web_target_group_id,web_target_key,service_id,canonical_service_key,service_name_canonical,web_eligibility_status,official_landing_url,observed_url,resolved_final_url,redirect_chain,http_status,page_title,registered_domain,url_type,url_discovery_method,url_evidence,url_reviewer,url_confidence,observation_confidence,reviewed_at,review_status,review_reasons,brand_token_in_title,cross_registered_domain_redirect,tls_compat_retry,review_note
wtg_054d78ed187cdd9f,coupang_eats,svc_054d78ed187cdd9f,coupang_eats,쿠팡이츠,OFFICIAL_PRODUCT_PAGE,https://www.coupangeats.com/,https://www.coupangeats.com/,https://www.coupangeats.com/,[],200.0,"더 좋은 식사의 시작, 쿠팡이츠 - 쿠팡이츠",coupangeats.com,OFFICIAL_PRODUCT_PAGE,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,"https://www.coupangeats.com/ → HTTP 200 · 페이지 제목 '더 좋은 식사의 시작, 쿠팡이츠 - 쿠팡이츠' · 등록도메인(PSL) coupangeats.com",exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,"브랜드 소개 페이지다. 주문은 앱에서 일어나고, 같은 도메인의 다른 경로는 점주용 포털이라 소비자 랜딩이 아니다."
wtg_5b8c59f6fd9839f7,coupang,svc_e22ebedb0e6c205f,coupang_retail,쿠팡,WEB_SERVICE,https://www.coupang.com/,https://www.coupang.com/,https://www.coupang.com/,[],403.0,Access Denied,coupang.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.coupang.com/ → HTTP 403 · 페이지 제목 'Access Denied' · 등록도메인(PSL) coupang.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,MEDIUM,MEDIUM,2026-08-26,NEEDS_HUMAN_REVIEW,"LANDING_NOT_SEEN_BOT_BLOCKED,TITLE_DOES_NOT_NAME_BRAND",False,False,False,APP 도메인의 coupang_app 과 같은 커머스 사이트다. 우리 요청은 봇 차단(403)으로 막혀 랜딩 화면 자체를 보지 못했다.
wtg_e67be79550661604,cu,svc_e67be79550661604,cu,CU,RETAIL_OFFLINE_ONLY,https://cu.bgfretail.com/,https://cu.bgfretail.com/,https://cu.bgfretail.com/,[],200.0,NICE TO CU,bgfretail.com,OFFICIAL_PRODUCT_PAGE,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://cu.bgfretail.com/ → HTTP 200 · 페이지 제목 'NICE TO CU' · 등록도메인(PSL) bgfretail.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,운영사 사이트의 편의점 브랜드 안내다. 카드 결제는 오프라인 점포에서 일어난다.
wtg_377983572bd38242,daiso,svc_377983572bd38242,daiso,다이소,WEB_SERVICE,https://www.daisomall.co.kr/,https://www.daisomall.co.kr/,https://www.daisomall.co.kr/,[],200.0,다이소몰 - 온라인 국민가게,daisomall.co.kr,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.daisomall.co.kr/ → HTTP 200 · 페이지 제목 '다이소몰 - 온라인 국민가게' · 등록도메인(PSL) daisomall.co.kr,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,브랜드의 소비자 거래 사이트다(온라인몰). 브랜드 소개 사이트(daiso.co.kr)도 따로 있으나 A1 이 잰 것이 소비자 결제이므로 거래 사이트를 랜딩으로 잡는다.
wtg_46e5a43370f75308,danggeun,svc_46e5a43370f75308,danggeun,당근,WEB_SERVICE,https://www.daangn.com/kr,https://www.daangn.com/kr,https://www.daangn.com/kr/,"[{""status"": 301, ""from"": ""https://www.daangn.com/kr"", ""to"": ""https://www.daangn.com/kr/""}]",200.0,당신 근처의 당근,daangn.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.daangn.com/kr → HTTP 200 · 최종 URL https://www.daangn.com/kr/ · 리다이렉트 1회 · 페이지 제목 '당신 근처의 당근' · 등록도메인(PSL) daangn.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,지역 중고거래 게시물 탐색·검색이 브라우저에서 동작하는 웹 진입점이다. 채팅 등 일부 기능은 앱으로 넘어간다.
wtg_91b952863c62993d,daum,svc_91b952863c62993d,daum,다음,WEB_SERVICE,https://www.daum.net/,https://www.daum.net/,https://www.daum.net/,[],200.0,Daum,daum.net,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.daum.net/ → HTTP 200 · 페이지 제목 'Daum' · 등록도메인(PSL) daum.net,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,포털 서비스 본체가 브라우저에서 그대로 동작한다. 앱은 같은 서비스의 다른 채널이다.
wtg_cdce1ffd6b1b1e24,device_care,svc_cdce1ffd6b1b1e24,device_care,디바이스 케어,SYSTEM_APP,,https://www.samsungsvc.co.kr/solution/42404,https://www.samsungsvc.co.kr/solution/42404,[],200.0,[삼성 스마트폰] 디바이스 케어 기능 사용방법이 궁금해요.,samsungsvc.co.kr,APP_ONLY,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.samsungsvc.co.kr/solution/42404 → HTTP 200 · 페이지 제목 '[삼성 스마트폰] 디바이스 케어 기능 사용방법이 궁금해요.' · 등록도메인(PSL) samsungsvc.co.kr,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,"단말 관리 유틸리티로, 운영사가 내놓은 소비자용 웹 랜딩이 확인되지 않는다. 확인된 것은 제3자 스토어 등록 페이지와 고객지원 FAQ 문서뿐이다."
wtg_7f6f1aa6dd218d4d,emart,svc_7f6f1aa6dd218d4d,emart,이마트,WEB_SERVICE,https://emart.ssg.com/,https://emart.ssg.com/,https://emart.ssg.com/,[],200.0,"원하는 상품을 원하는 시간에 쓱, 이마트몰",ssg.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,"https://emart.ssg.com/ → HTTP 200 · 페이지 제목 '원하는 상품을 원하는 시간에 쓱, 이마트몰' · 등록도메인(PSL) ssg.com",exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,NEEDS_HUMAN_REVIEW,OPERATOR_DOMAIN_DIFFERS_FROM_BRAND_DOMAIN,True,False,False,브랜드의 소비자 거래 사이트다. 다만 등록도메인이 브랜드 도메인(emart.com)이 아니라 계열 온라인몰 운영사 도메인(ssg.com)이라 identity 확인이 필요하다.
wtg_be1e6feb78e5ef03,emart24,svc_be1e6feb78e5ef03,emart24,emart24,RETAIL_OFFLINE_ONLY,https://emart24.co.kr/,https://emart24.co.kr/,https://emart24.co.kr/,[],200.0,홈 - 이마트24,emart24.co.kr,OFFICIAL_PRODUCT_PAGE,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://emart24.co.kr/ → HTTP 200 · 페이지 제목 '홈 - 이마트24' · 등록도메인(PSL) emart24.co.kr,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,NEEDS_HUMAN_REVIEW,TITLE_DOES_NOT_NAME_BRAND,False,False,False,편의점 브랜드의 매장 안내 사이트다. 카드 결제는 오프라인 점포에서 일어난다.
wtg_f9fbd771ffcdbd42,gmarket,svc_112f591a0d47a8d8,gmarket_app,G마켓,WEB_SERVICE,https://www.gmarket.co.kr/,https://www.gmarket.co.kr/,https://www.gmarket.co.kr/,[],403.0,G마켓 - 쇼핑을 바꾸는 쇼핑,gmarket.co.kr,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.gmarket.co.kr/ → HTTP 403 · 페이지 제목 'G마켓 - 쇼핑을 바꾸는 쇼핑' · 등록도메인(PSL) gmarket.co.kr,exec-agent(C013) / 검색 후보 → 직접 접속 확인,MEDIUM,MEDIUM,2026-08-26,NEEDS_HUMAN_REVIEW,LANDING_NOT_SEEN_BOT_BLOCKED,True,False,False,오픈마켓 본체 사이트다. 응답은 봇 차단(403)이었으나 차단 페이지에도 원문 표기와 같은 브랜드 제목이 실려 있었다.
wtg_f9fbd771ffcdbd42,gmarket,svc_e4a6c04cbf9d9421,gmarket_auction,G마켓/옥션,UNRESOLVED,,https://www.auction.co.kr/,https://www.auction.co.kr/,[],403.0,옥션 - 쇼핑은 옥션,auction.co.kr,UNRESOLVED,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.auction.co.kr/ → HTTP 403 · 페이지 제목 '옥션 - 쇼핑은 옥션' · 등록도메인(PSL) auction.co.kr,exec-agent(C013) / 검색 후보 → 직접 접속 확인,LOW,MEDIUM,2026-08-26,NEEDS_HUMAN_REVIEW,"STATUS_UNRESOLVED,LANDING_NOT_SEEN_BOT_BLOCKED",True,False,False,"A1 원문 표기 'G마켓/옥션' 이 두 브랜드를 한 셀에 묶었는데, 두 브랜드는 각각 별개의 랜딩을 갖는다 — gmarket.co.kr 과 auction.co.kr 이고 PSL 로 판정한 등록도메인이 서로 다르다. 어느 한쪽을 이 measurement_entity 의 단일 공식 랜딩으로 고를 근거가 없다. 확인 불가를 제외로 바꾸지 않는다."
wtg_bbdefa2950f49882,google,svc_bbdefa2950f49882,google,Google,WEB_SERVICE,https://www.google.co.kr/,https://www.google.co.kr/,https://www.google.com/,"[{""status"": 301, ""from"": ""https://www.google.co.kr/"", ""to"": ""https://www.google.com/""}]",200.0,Google,google.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.google.co.kr/ → HTTP 200 · 최종 URL https://www.google.com/ · 리다이렉트 1회 · 페이지 제목 'Google' · 등록도메인(PSL) google.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,NEEDS_HUMAN_REVIEW,CROSS_REGISTERED_DOMAIN_REDIRECT,True,True,False,"검색 서비스 본체가 브라우저에서 동작한다. 국가 도메인이 글로벌 도메인으로 이동하는 것을 관측했고, 등록도메인이 바뀌므로 06 §3-3 에 따라 QA 큐로 보낸다."
wtg_fcf244c9ad878906,google_photos,svc_fcf244c9ad878906,google_photos,Google 포토,WEB_SERVICE,https://photos.google.com/,https://photos.google.com/,https://www.google.com/photos/about/,"[{""status"": 302, ""from"": ""https://photos.google.com/"", ""to"": ""https://www.google.com/photos/about/""}]",200.0,"Google Photos: Edit, Organize, Search, and Backup Your Photos",google.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,"https://photos.google.com/ → HTTP 200 · 최종 URL https://www.google.com/photos/about/ · 리다이렉트 1회 · 페이지 제목 'Google Photos: Edit, Organize, Search, and Backup Your Photos' · 등록도메인(PSL) google.com",exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,사진 라이브러리 웹 애플리케이션의 진입점이다. 로그인하지 않은 우리 요청은 같은 등록도메인의 소개 경로로 이동했다 — 로그인 벽 앞의 랜딩이라는 뜻이지 웹 앱이 없다는 뜻이 아니다.
wtg_12e3942c0495b9a4,gs25,svc_12e3942c0495b9a4,gs25,GS25,RETAIL_OFFLINE_ONLY,https://www.gsretail.com/brand/gs25,https://www.gsretail.com/brand/gs25,https://www.gsretail.com/brand/gs25,[],200.0,GS Retail,gsretail.com,OFFICIAL_PRODUCT_PAGE,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.gsretail.com/brand/gs25 → HTTP 200 · 페이지 제목 'GS Retail' · 등록도메인(PSL) gsretail.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,운영사 사이트의 편의점 브랜드 안내다. 카드 결제는 오프라인 점포에서 일어난다.
wtg_e268b0ad5a2d6ece,gs_homeshopping_gsshop,svc_e268b0ad5a2d6ece,gs_homeshopping_gsshop,GS홈쇼핑/GS Shop,WEB_SERVICE,https://www.gsshop.com/,https://www.gsshop.com/,https://www.gsshop.com:443/index.gs,"[{""status"": 301, ""from"": ""https://www.gsshop.com/"", ""to"": ""https://www.gsshop.com:443/index.gs""}]",200.0,GS SHOP - Style your daily life,gsshop.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.gsshop.com/ → HTTP 200 · 최종 URL https://www.gsshop.com:443/index.gs · 리다이렉트 1회 · 페이지 제목 'GS SHOP - Style your daily life' · 등록도메인(PSL) gsshop.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,홈쇼핑 온라인몰 본체다. 원문 표기의 두 이름(GS홈쇼핑 · GS Shop)은 같은 채널의 두 호칭이며 하나의 사이트로 귀결된다.
wtg_8fd5d30f8b1d707b,hana_bank,svc_8fd5d30f8b1d707b,hana_bank,하나은행,WEB_SERVICE,https://www.hanabank.com/,https://www.hanabank.com/,https://www.hanabank.com/,[],200.0,하나은행,hanabank.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.hanabank.com/ → HTTP 200 · 페이지 제목 '하나은행' · 등록도메인(PSL) hanabank.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,은행 웹 뱅킹 진입점이다. 조회·이체가 브라우저에서 일어난다.
wtg_5c614fc99631ce5e,home_and_shopping,svc_5c614fc99631ce5e,home_and_shopping,홈앤쇼핑,WEB_SERVICE,https://www.hnsmall.com/,https://www.hnsmall.com/,https://www.hnsmall.com/index.do,"[{""status"": 302, ""from"": ""https://www.hnsmall.com/"", ""to"": ""/index.do""}]",200.0,HOME & SHOPPING,hnsmall.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.hnsmall.com/ → HTTP 200 · 최종 URL https://www.hnsmall.com/index.do · 리다이렉트 1회 · 페이지 제목 'HOME & SHOPPING' · 등록도메인(PSL) hnsmall.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,홈쇼핑 온라인몰 본체다. 상품 탐색·구매가 브라우저에서 동작한다.
wtg_0ee385d0c964e560,homeplus,svc_0ee385d0c964e560,homeplus,홈플러스,WEB_SERVICE,https://mfront.homeplus.co.kr/,https://mfront.homeplus.co.kr/,https://mfront.homeplus.co.kr/,[],200.0,홈플러스 :: 당일배송 온라인 마트 장보기,homeplus.co.kr,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://mfront.homeplus.co.kr/ → HTTP 200 · 페이지 제목 '홈플러스 :: 당일배송 온라인 마트 장보기' · 등록도메인(PSL) homeplus.co.kr,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,브랜드의 소비자 거래 사이트다. 브랜드 도메인(www.homeplus.co.kr)이 같은 등록도메인 안에서 이 경로로 이동하는 것을 관측했다.
wtg_b728911c9782edb8,hyundai_card,svc_b728911c9782edb8,hyundai_card,현대카드,WEB_SERVICE,https://www.hyundaicard.com/,https://www.hyundaicard.com/,https://www.hyundaicard.com/,[],200.0,Index,hyundaicard.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.hyundaicard.com/ → HTTP 200 · 페이지 제목 'Index' · 등록도메인(PSL) hyundaicard.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,NEEDS_HUMAN_REVIEW,TITLE_DOES_NOT_NAME_BRAND,False,False,True,카드사 웹 서비스 진입점이다. 기본 TLS posture 로는 접속되지 않아(서버가 legacy renegotiation 을 요구) 호환 posture 로 한 번 더 시도해 200 을 받았다. 두 시도를 모두 기록했다.
wtg_ccb9754c97fa7341,hyundai_department_store,svc_ccb9754c97fa7341,hyundai_department_store,현대백화점,RETAIL_OFFLINE_ONLY,https://www.ehyundai.com/,https://www.ehyundai.com/,https://www.ehyundai.com/,[],200.0,현대백화점,ehyundai.com,OFFICIAL_PRODUCT_PAGE,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.ehyundai.com/ → HTTP 200 · 페이지 제목 '현대백화점' · 등록도메인(PSL) ehyundai.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,NEEDS_HUMAN_REVIEW,SEPARATE_ONLINE_MALL_NOT_RESOLVED,True,False,False,백화점 점포·행사 안내 사이트다. 계열 온라인몰이 별도 등록도메인으로 존재하지만 이 브랜드 표기의 단일 거래 랜딩으로 확정할 근거를 얻지 못했다.
wtg_353f07b932464b82,hyundai_homeshopping_hmall,svc_353f07b932464b82,hyundai_homeshopping_hmall,현대홈쇼핑/현대Hmall,WEB_SERVICE,https://www.hmall.com/,https://www.hmall.com/,https://www.hmall.com/md/dpl/index,"[{""status"": 302, ""from"": ""https://www.hmall.com/"", ""to"": ""/md/dpl/index""}]",200.0,현대홈쇼핑 - 현대Hmall,hmall.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.hmall.com/ → HTTP 200 · 최종 URL https://www.hmall.com/md/dpl/index · 리다이렉트 1회 · 페이지 제목 '현대홈쇼핑 - 현대Hmall' · 등록도메인(PSL) hmall.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,홈쇼핑 온라인몰 본체다. 페이지 제목이 원문 표기의 두 이름을 그대로 이어 붙인 '현대홈쇼핑 - 현대Hmall' 이라 C012 의 MERGE 판정과도 어긋나지 않는다.
wtg_5ede56738376a8c5,instagram,svc_5ede56738376a8c5,instagram,Instagram,WEB_SERVICE,https://www.instagram.com/,https://www.instagram.com/,https://www.instagram.com/,[],200.0,Instagram,instagram.com,WEB_SERVICE_LANDING,WEB_SEARCH_CANDIDATE_THEN_ONSITE_VERIFICATION,https://www.instagram.com/ → HTTP 200 · 페이지 제목 'Instagram' · 등록도메인(PSL) instagram.com,exec-agent(C013) / 검색 후보 → 직접 접속 확인,HIGH,HIGH,2026-08-26,REVIEWED,,True,False,False,웹 클라이언트 진입점이다. 로그인 후 피드·검색·메시지가 브라우저에서 동작한다.
