worker,wtg,run_dir,run_ts,observation_id,in_mart,sealed,prior_archetype,prior_business_domain,prior_mapping_status,prior_endpoint_signal_type,prior_region_signal_type,prior_service,prior_url,has_l0c,ax_bytes,css_bytes,dom_parse_ok,dom_bytes,dom_title,dom_element_n,dom_body_element_n,dom_interactive_n,dom_a_href_n,dom_button_n,dom_input_n,dom_role_n,dom_aria_label_n,dom_script_n,dom_body_text_len,dom_body_empty,probe_present,probe_bytes,probe_version,probe_collected_at,probe_url,probe_final_url,probe_title,probe_lang,probe_scroll_height,probe_layout_width,body_scroll_locked,modal_overlay_n,dismiss_control_n,search_inputs_n,declared_regions_n,declared_endpoints_n,article_present,motion_animated_n,gate_password_input_n,gate_captcha_iframe_n,gate_visible_text_len,n_primary_action_candidates,cap_primary_action_candidates,n_accessible_name_sources,cap_accessible_name_sources,n_target_size,cap_target_size,n_contrast,cap_contrast,cap_any,cap_count,cap_motion_animated_60,cap_body_text_4000
w01,b8b226f9fe32539a,e001_full-wtg_b8b226f9fe32539a-2026-08-27T051538490284Z,2026-08-27T051538490284Z,d86d805765201b40e226089ec78d2857,1,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,KB Pay,https://mbiz.kbcard.com/CXEHMSVCD0012.cms,1,20418,162002,1,78721,KB Pay ìë´ | KB êµ­ë¯¼ì¹´ë(EW11),361,312,57,44,2,11,9,5,50,31013,0,1,62420,pc-fixture-1,2026-08-27T05:15:42.060Z,https://mbiz.kbcard.com/CXEHMSVCD0012.cms,https://mbiz.kbcard.com/CXEHMSVCD0012.cms,KB Pay 안내 | KB 국민카드(EW11),ko,2883,390,0,11,11,0,0,0,0,0,0,0,564,6,0,59,0,6,0,32,0,0,0,0,0
w01,ccd84811932b237b,e001_full-wtg_ccd84811932b237b-2026-08-27T051433717695Z,2026-08-27T051433717695Z,6048d2c51a6201fe4da86d9d3fedd3b0,1,1,PLACE_LOOKUP,MAP_MOBILITY,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,카카오T,https://www.kakaomobility.com/service-kakaot,1,55849,186952,1,218433,카카오 T | 서비스 | 카카오모빌리티,567,363,42,36,6,0,19,0,21,83867,0,1,109597,pc-fixture-1,2026-08-27T05:14:39.755Z,https://www.kakaomobility.com/service-kakaot,https://www.kakaomobility.com/service-kakaot,카카오 T | 서비스 | 카카오모빌리티,ko,5785,390,0,10,10,0,0,0,0,0,0,0,1271,38,0,51,0,38,0,79,0,0,0,0,0
w01,cdce1ffd6b1b1e24,e001_full-wtg_cdce1ffd6b1b1e24-2026-08-27T051543952104Z,2026-08-27T051543952104Z,97957fe19feffd3c4c7cd1a7821d1e15,1,1,UTILITY_ENTRY,UTILITY_OTHER,CANDIDATE,DOM_AX_ROLE,CODEBOOK_PENDING,디바이스 케어,https://www.samsungsvc.co.kr/solution/42404,1,66856,274513,1,417125,[ì¼ì± ì¤ë§í¸í°] ëë°ì´ì¤ ì¼ì´ ê¸°ë¥ ì¬ì©ë°©ë²ì´ ê¶ê¸í´ì.,588,525,145,125,17,3,16,0,24,386922,0,1,190795,pc-fixture-1,2026-08-27T05:15:50.678Z,https://www.samsungsvc.co.kr/solution/42404,https://www.samsungsvc.co.kr/solution/42404,[삼성 스마트폰] 디바이스 케어 기능 사용방법이 궁금해요.,ko,3391,390,0,13,13,0,0,0,0,1,0,0,1832,60,0,149,0,62,0,98,0,0,0,0,0
w01,dd2cec4c1fa2beec,e001_full-wtg_dd2cec4c1fa2beec-2026-08-27T052353473212Z,2026-08-27T052353473212Z,a9d3b29eef8d88a038451757fb1f01f4,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,롯데백화점,https://www.lotteon.com:443/p/display/main/ellotte?mall_no=2,1,128155,326416,1,122409,롯데백화점,828,616,99,79,17,3,4,4,33,7556,0,1,249994,pc-fixture-1,2026-08-27T05:23:58.498Z,https://www.lotteon.com/p/display/main/ellotte?mall_no=2,https://www.lotteon.com/p/display/main/ellotte?mall_no=2,롯데백화점,ko,1631,390,0,9,9,0,0,0,0,9,0,0,1590,84,0,155,0,84,0,165,0,0,0,0,0
w01,e7bb158c1c8d9fe7,e001_full-wtg_e7bb158c1c8d9fe7-2026-08-27T052414424401Z,2026-08-27T052414424401Z,2db5f2caa74db3010ac5540015a13723,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,마켓컬리,https://www.kurly.com/main,1,36118,154891,1,61156,컬리 - 마켓컬리/뷰티컬리,249,155,28,20,6,2,3,0,33,1675,0,1,454039,pc-fixture-1,2026-08-27T05:24:18.219Z,https://www.kurly.com/main,https://www.kurly.com/main,컬리 - 마켓컬리/뷰티컬리,ko,2203,390,1,11,11,0,0,0,0,0,0,1,3200,155,0,265,0,155,0,339,0,0,0,0,0
w02,13ed070478ef62c3,e001_full-wtg_13ed070478ef62c3-2026-08-27T051430493325Z,2026-08-27T051430493325Z,90d4646b3105c57c0fa3af7419d663a0,1,1,CONTENT_OPEN,CONTENT_VIDEO,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,Netflix,https://www.netflix.com/kr/login,0,19065,165433,1,675876,Netflix,429,316,44,16,13,9,26,11,13,221489,0,1,55189,pc-fixture-1,2026-08-27T05:14:36.108Z,https://www.netflix.com/kr/login?serverState=Bgi8vuvcAxK1AZYPmpY%2BFp2uUOh0ClZZCIE1c%2FOwXRw8qGdKyDlRpGWhdoXrZaQ3zfUQZelCA5k8VLS4ZnGP3t79S%2FAXX4MYI7rhGULQobzRc8%2FOtIvL5I0h%2FL4NSf%2Foz%2BpSC4gFqC4z1WKctBguxYB2YCNkG%2BTjsi1kOd6x1v3y1lLgv6KhKSw8YFltr6NLs2FalHaRBrZcDtgpHjEBXdajSA8K%2B1nKJ9bgRG9UhmS8M%2Fh3MsmtMuV064OELRUYBiIOCgyvsXBguxntY1jxdgs%3D,https://www.netflix.com/kr/login?serverState=Bgi8vuvcAxK1AZYPmpY%2BFp2uUOh0ClZZCIE1c%2FOwXRw8qGdKyDlRpGWhdoXrZaQ3zfUQZelCA5k8VLS4ZnGP3t79S%2FAXX4MYI7rhGULQobzRc8%2FOtIvL5I0h%2FL4NSf%2Foz%2BpSC4gFqC4z1WKctBguxYB2YCNkG%2BTjsi1kOd6x1v3y1lLgv6KhKSw8YFltr6NLs2FalHaRBrZcDtgpHjEBXdajSA8K%2B1nKJ9bgRG9UhmS8M%2Fh3MsmtMuV064OELRUYBiIOCgyvsXBguxntY1jxdgs%3D,Netflix,ko,1185,390,0,6,6,0,0,0,0,5,1,0,472,11,0,50,0,14,0,24,0,0,0,0,0
w02,13ed070478ef62c3,e001_full-wtg_13ed070478ef62c3-2026-08-27T051438065577Z,2026-08-27T051438065577Z,42812b3ecd8217d4fb2efbba9bd7c9d7,0,1,CONTENT_OPEN,CONTENT_VIDEO,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,Netflix,https://www.netflix.com/kr/login,0,19209,169080,1,677082,Netflix,436,323,45,16,13,9,27,11,13,221477,0,1,56306,pc-fixture-1,2026-08-27T05:14:44.004Z,https://www.netflix.com/kr/login?serverState=Bgi8vuvcAxK1AaZbPZAXRN1cKL86pp8NMPxG4hRbdwYCav4Q5CHPzrjgDtzrPnPBr6XpUxjuUoJc2qhaLUApne633mWlP%2F%2FCWtpMR51Fy5gNIG5Acu%2FLRHybx5FiSqBoozwZDLWG1leWPP%2BLgfu86sjZITDuejr8%2FvFH9LRht69Im%2BRDw19%2BxNIm5k8ViZrpzSBO5GIOtSTbdTbNAO1LyLT4mkgsvkwm638ChE0U6Jf5zGctcF2ptYiWFIdwJqEYBiIOCgz8%2BgaM8hTTp9epQrY%3D,https://www.netflix.com/kr/login?serverState=Bgi8vuvcAxK1AaZbPZAXRN1cKL86pp8NMPxG4hRbdwYCav4Q5CHPzrjgDtzrPnPBr6XpUxjuUoJc2qhaLUApne633mWlP%2F%2FCWtpMR51Fy5gNIG5Acu%2FLRHybx5FiSqBoozwZDLWG1leWPP%2BLgfu86sjZITDuejr8%2FvFH9LRht69Im%2BRDw19%2BxNIm5k8ViZrpzSBO5GIOtSTbdTbNAO1LyLT4mkgsvkwm638ChE0U6Jf5zGctcF2ptYiWFIdwJqEYBiIOCgz8%2BgaM8hTTp9epQrY%3D,Netflix,ko,1185,390,0,7,7,0,0,0,0,5,1,1,472,11,0,51,0,14,0,24,0,0,0,0,0
w02,190b4501e4415d5e,e001_full-wtg_190b4501e4415d5e-2026-08-27T052051203323Z,2026-08-27T052051203323Z,f7d7f8aace4852a658b62b3c074723bf,1,1,UTILITY_ENTRY,UTILITY_OTHER,CANDIDATE,DOM_AX_ROLE,CODEBOOK_PENDING,V3 Mobile Plus,https://mplweb.ahnlab.com/mplweb/v3mp/main_android.do,1,35716,197234,1,38813,V3 Mobile PLUS,394,376,63,60,3,0,0,0,14,12087,0,1,105084,pc-fixture-1,2026-08-27T05:20:55.630Z,https://mplweb.ahnlab.com/mplweb/v3mp/main_android.do,https://mplweb.ahnlab.com/mplweb/v3mp/main_android.do,V3 Mobile PLUS,ko,844,390,1,5,5,0,0,0,0,1,0,0,343,40,0,100,0,40,0,40,0,0,0,0,0
w02,377983572bd38242,e001_full-wtg_377983572bd38242-2026-08-27T052101270894Z,2026-08-27T052101270894Z,f6be8e16939c0548539163729075455c,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,다이소,https://www.daiso.co.kr/,1,205961,785913,1,150613,"국민가게, 다이소",2806,2769,234,205,27,2,35,3,23,29508,0,1,441314,pc-fixture-1,2026-08-27T05:21:07.135Z,https://www.daiso.co.kr/,https://www.daiso.co.kr/,"국민가게, 다이소",ko,3379,390,0,10,10,0,0,0,0,0,0,0,4000,140,0,300,1,141,0,286,0,1,1,0,1
w02,4feab7e61bf642e8,e001_full-wtg_4feab7e61bf642e8-2026-08-27T051506415041Z,2026-08-27T051506415041Z,8cf29ed21e923beb69e662083a68c87d,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,CJ온스타일,https://display.cjonstyle.com/nfront/search/searchAllList/,1,116166,313499,1,62788,CJ온스타일,795,600,122,113,8,1,6,0,10,8063,0,1,212385,pc-fixture-1,2026-08-27T05:15:09.365Z,https://display.cjonstyle.com/nfront/search/searchAllList/,https://display.cjonstyle.com/nfront/search/searchAllList/,CJ온스타일,ko,844,390,0,5,5,1,0,0,0,0,0,0,1038,99,0,126,0,100,0,163,0,0,0,0,0
w02,5c614fc99631ce5e,e001_full-wtg_5c614fc99631ce5e-2026-08-27T052203828777Z,2026-08-27T052203828777Z,625eb4232c8fa1864b9796395b29abbd,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,홈앤쇼핑,https://m.hnsmall.com/main,1,632029,803056,1,294445,HOME & SHOPPING,4116,4053,562,480,27,54,2,0,40,16682,0,1,601109,pc-fixture-1,2026-08-27T05:22:11.241Z,https://m.hnsmall.com/main,https://m.hnsmall.com/main,HOME & SHOPPING,ko,2411,390,0,44,44,0,0,0,7,0,0,0,4000,200,1,300,1,300,1,400,1,1,4,0,1
w02,699a5e2f3f410152,e001_full-wtg_699a5e2f3f410152-2026-08-27T051537329346Z,2026-08-27T051537329346Z,3a2d2b6d24d1dfb459991701d4a84752,1,1,COMMUNICATION_ENTRY,SOCIAL_COMMUNICATION,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,카카오톡,https://www.kakaocorp.com/page/detail/10810?lang=ENG,1,28442,252874,1,109954,Page not found | Kakao,531,488,88,71,15,2,33,0,20,37687,0,1,89046,pc-fixture-1,2026-08-27T05:15:40.465Z,https://www.kakaocorp.com/page/detail/10810?lang=ENG,https://www.kakaocorp.com/page/detail/10810?lang=ENG,Page not found | Kakao,ko,1571,390,0,4,4,0,0,0,1,0,0,0,762,30,0,88,0,31,0,31,0,0,0,0,0
w02,6d5510a695d0a614,e001_full-wtg_6d5510a695d0a614-2026-08-27T051845477422Z,2026-08-27T051845477422Z,23653d37b79fab28fdc08239fa32a749,1,1,QUERY,PORTAL_SEARCH,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,네이버,,1,354393,792481,1,540123,NAVER,3130,3070,504,389,106,9,40,2,30,104095,0,1,605181,pc-fixture-1,2026-08-27T05:18:56.658Z,https://m.naver.com/,https://m.naver.com/,NAVER,ko,8816,390,0,28,28,2,0,0,0,58,0,0,4000,200,1,300,1,300,1,400,1,1,4,0,1
w02,9390ef32addf32bf,e001_full-wtg_9390ef32addf32bf-2026-08-27T051440847025Z,2026-08-27T051440847025Z,6c8dac6c12346e336d1cd6c5f643aa00,1,1,QUERY,PORTAL_SEARCH,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,Chrome,https://www.google.com/chrome/,1,74143,564882,1,536881,Chrome - 원하는 대로 활용할 수 있는 빠르고 안전한 웹브라우저,1150,1080,105,70,28,0,33,39,20,9114,0,1,184122,pc-fixture-1,2026-08-27T05:14:45.010Z,https://www.google.com/chrome/,https://www.google.com/chrome/,Chrome - 원하는 대로 활용할 수 있는 빠르고 안전한 웹브라우저,ko,8021,390,0,7,7,0,1,0,0,0,0,0,3937,59,0,132,0,60,0,103,0,0,0,0,0
w02,9390ef32addf32bf,e001_full-wtg_9390ef32addf32bf-2026-08-27T051447096710Z,2026-08-27T051447096710Z,d30bbdb4e77b20ea98ddb9376e4a8c5d,0,1,QUERY,PORTAL_SEARCH,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,Chrome,https://www.google.com/chrome/,1,74143,564882,1,536881,Chrome - 원하는 대로 활용할 수 있는 빠르고 안전한 웹브라우저,1150,1080,105,70,28,0,33,39,20,9114,0,1,184122,pc-fixture-1,2026-08-27T05:14:51.808Z,https://www.google.com/chrome/,https://www.google.com/chrome/,Chrome - 원하는 대로 활용할 수 있는 빠르고 안전한 웹브라우저,ko,8021,390,0,7,7,0,1,0,0,0,0,0,3937,59,0,132,0,60,0,103,0,0,0,0,0
w02,b728911c9782edb8,e001_full-wtg_b728911c9782edb8-2026-08-27T051447794738Z,2026-08-27T051447794738Z,4c8ec7f188a2d35e875b78ad404357f5,1,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,현대카드,https://mycompany.hyundaicard.com/,1,184832,387596,1,107417,현대카드 MY COMPANY,804,735,184,167,3,11,13,13,40,17578,0,1,378234,pc-fixture-1,2026-08-27T05:14:53.224Z,https://mycompany.hyundaicard.com/cm/mn/CMMN1001.do?_method=m,https://mycompany.hyundaicard.com/cm/mn/CMMN1001.do?_method=m,현대카드 MY COMPANY,ko,5010,390,1,12,12,0,0,0,11,2,0,0,3195,164,0,197,0,165,0,254,0,0,0,0,0
w02,b728911c9782edb8,e001_full-wtg_b728911c9782edb8-2026-08-27T051454743475Z,2026-08-27T051454743475Z,9ec3d2fe5c1b9f5017f24bb780a390b6,0,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,현대카드,https://mycompany.hyundaicard.com/,1,184836,387593,1,107403,현대카드 MY COMPANY,804,735,184,167,3,11,13,13,40,17578,0,1,378153,pc-fixture-1,2026-08-27T05:14:59.513Z,https://mycompany.hyundaicard.com/cm/mn/CMMN1001.do?_method=m,https://mycompany.hyundaicard.com/cm/mn/CMMN1001.do?_method=m,현대카드 MY COMPANY,ko,5010,390,1,12,12,0,0,0,11,2,0,0,3195,164,0,197,0,165,0,254,0,0,0,0,0
w02,be1e6feb78e5ef03,e001_full-wtg_be1e6feb78e5ef03-2026-08-27T052150258471Z,2026-08-27T052150258471Z,fa84f0a25e53ed2d4df5a16b50bc6072,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,emart24,https://emart24.co.kr/,1,164174,634554,1,211634,홈 - 이마트24,1234,1215,238,220,0,4,14,14,15,13546,0,1,395870,pc-fixture-1,2026-08-27T05:21:56.214Z,https://emart24.co.kr/,https://emart24.co.kr/,홈 - 이마트24,ko,844,390,1,15,15,0,0,0,0,1,0,0,1696,162,0,300,1,163,0,185,0,1,1,0,0
w02,e1fadb214cde51c0,e001_full-wtg_e1fadb214cde51c0-2026-08-27T051500365784Z,2026-08-27T051500365784Z,14fba63a4decbe8f5f5108bd04ceb4a2,1,1,UTILITY_ENTRY,UTILITY_OTHER,CANDIDATE,DOM_AX_ROLE,CODEBOOK_PENDING,캐시워크,https://cashwalk.com/,1,98802,474672,1,156676,"캐시워크 - 걸으면 돈버는 앱 1위! 만보기, 앱테크, 현금 이벤트까지",945,905,160,114,44,2,7,16,27,26772,0,1,251438,pc-fixture-1,2026-08-27T05:15:04.366Z,https://cashwalk.com/,https://cashwalk.com/,"캐시워크 - 걸으면 돈버는 앱 1위! 만보기, 앱테크, 현금 이벤트까지",ko,3017,390,0,11,11,0,0,0,0,14,0,1,2356,100,0,203,0,100,0,80,0,0,0,0,0
w02,e1fadb214cde51c0,e001_full-wtg_e1fadb214cde51c0-2026-08-27T051506647716Z,2026-08-27T051506647716Z,a57fb56bcd2a185f7804fc26298f17f1,0,1,UTILITY_ENTRY,UTILITY_OTHER,CANDIDATE,DOM_AX_ROLE,CODEBOOK_PENDING,캐시워크,https://cashwalk.com/,1,98804,474672,1,156630,"캐시워크 - 걸으면 돈버는 앱 1위! 만보기, 앱테크, 현금 이벤트까지",945,905,160,114,44,2,7,16,27,26772,0,1,251438,pc-fixture-1,2026-08-27T05:15:10.639Z,https://cashwalk.com/,https://cashwalk.com/,"캐시워크 - 걸으면 돈버는 앱 1위! 만보기, 앱테크, 현금 이벤트까지",ko,3017,390,0,11,11,0,0,0,0,14,0,1,2356,100,0,203,0,100,0,80,0,0,0,0,0
w02,ea031f85e857140e,e001_full-wtg_ea031f85e857140e-2026-08-27T052222679178Z,2026-08-27T052222679178Z,b4d5c5bb364ef0d292e584df234e5cdb,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,메가커피,https://m.megacoffee.co.kr/,1,403357,778795,1,341790,ë©ê°ì»¤í¼ ê³µì ì¼íëª°,3758,3696,1328,1322,4,2,52,0,57,61063,0,1,566843,pc-fixture-1,2026-08-27T05:22:31.902Z,https://m.megacoffee.co.kr/,https://m.megacoffee.co.kr/,메가커피 공식 쇼핑몰,ko,7326,390,0,20,20,1,0,0,0,0,0,0,4000,200,1,300,1,300,1,368,0,1,3,0,1
w02,ef06dc942ef3ccc9,e001_full-wtg_ef06dc942ef3ccc9-2026-08-27T052218606458Z,2026-08-27T052218606458Z,40fe007c836712d89aa67537b1570262,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,롯데하이마트,https://www.e-himart.co.kr/,0,391,3,1,314,,5,0,0,0,0,0,0,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w02,fdce1294fac3dfdb,e001_full-wtg_fdce1294fac3dfdb-2026-08-27T052245153346Z,2026-08-27T052245153346Z,464c1fb557417122dcdc85c11989f21c,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,신세계백화점,https://www.shinsegae.com/index.do,1,63974,560063,1,319292,신세계백화점,1115,1071,341,306,11,22,2,0,62,75298,0,1,216828,pc-fixture-1,2026-08-27T05:22:51.620Z,https://deptmapp.shinsegae.com/index.do,https://deptmapp.shinsegae.com/index.do,신세계백화점,ko,844,390,0,28,28,0,0,0,0,7,1,3,529,23,0,300,1,23,0,37,0,1,1,0,0
