web_target_group_id,web_target_key,member_canonical_keys,member_count,expected_url_relationship,expected_url_relationship_is_hypothesis,expected_url_relationship_falsifier,hypothesis_outcome,hypothesis_outcome_basis,confirmed_by_url,member_registered_domains,web_target_url,falsifier_scope,resolved_web_target_count,_status,_base_sha,_shadow_lane,_created_before_p0_close,_authoritative,_real_target_outcome_used,_real_target_measurement,_requires_post_p0_reconciliation
wtg_51484a735cdb487b,compose_coffee,compose_coffee,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,composecoffee.com,https://composecoffee.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_22ffba7a86ea9919,costco,costco,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,costco.co.kr,https://www.costco.co.kr/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_054d78ed187cdd9f,coupang_eats,coupang_eats,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,coupangeats.com,https://www.coupangeats.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_e67be79550661604,cu,cu,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,bgfretail.com,https://cu.bgfretail.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_377983572bd38242,daiso,daiso,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,daiso.co.kr,https://www.daiso.co.kr/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_46e5a43370f75308,danggeun,danggeun,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,daangn.com,https://www.daangn.com/kr/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_91b952863c62993d,daum,daum,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,daum.net,https://m.daum.net/?nil_top=mobile,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_cdce1ffd6b1b1e24,device_care,device_care,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,samsungsvc.co.kr,https://www.samsungsvc.co.kr/solution/42404,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_7f6f1aa6dd218d4d,emart,emart,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,emart.com,https://store.emart.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_be1e6feb78e5ef03,emart24,emart24,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,emart24.co.kr,https://emart24.co.kr/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_bbdefa2950f49882,google,google,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,google.com,https://www.google.com/?hl=ko,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_fcf244c9ad878906,google_photos,google_photos,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,None,,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_12e3942c0495b9a4,gs25,gs25,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,gsretail.com,https://www.gsretail.com/brand/gs25,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_e268b0ad5a2d6ece,gs_homeshopping_gsshop,gs_homeshopping_gsshop,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,None,,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_8fd5d30f8b1d707b,hana_bank,hana_bank,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,hanabank.com,https://banking.hanabank.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_5c614fc99631ce5e,home_and_shopping,home_and_shopping,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,hnsmall.com,https://m.hnsmall.com/main,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_0ee385d0c964e560,homeplus,homeplus,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,homeplus.co.kr,https://mfront.homeplus.co.kr/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_b728911c9782edb8,hyundai_card,hyundai_card,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,hyundaicard.com,https://mycompany.hyundaicard.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ccb9754c97fa7341,hyundai_department_store,hyundai_department_store,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,ehyundai.com,https://thehyundaiseoul.ehyundai.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_353f07b932464b82,hyundai_homeshopping_hmall,hyundai_homeshopping_hmall,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,hmall.com,https://www.hmall.com/md/dpl/index,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_5ede56738376a8c5,instagram,instagram,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,instagram.com,https://www.instagram.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ccd84811932b237b,kakao_t,kakao_t,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,kakaomobility.com,https://www.kakaomobility.com/service-kakaot,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_f322b894ee95c181,kakaomap,kakaomap,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,kakao.com,https://m.map.kakao.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_699a5e2f3f410152,kakaotalk,kakaotalk,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,kakaocorp.com,https://www.kakaocorp.com/page/detail/10810?lang=ENG,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_b8b226f9fe32539a,kb_pay,kb_pay,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,kbcard.com,https://mbiz.kbcard.com/CXEHMSVCD0012.cms,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_e296af221a5f7128,kb_starbanking,kb_starbanking,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,kbstar.com,https://omoney.kbstar.com/quics?page=C021616,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_9b353f64ce509d5a,korean_air,korean_air,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,None,,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_dd2cec4c1fa2beec,lotte_department_store,lotte_department_store,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,lotteon.com,https://www.lotteon.com:443/p/display/main/ellotte?mall_no=2,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ef06dc942ef3ccc9,lotte_himart,lotte_himart,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,e-himart.co.kr,https://www.e-himart.co.kr/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_888d37f34b5d3aaa,lotte_homeshopping,lotte_homeshopping,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,lottehomeshopping.com,https://www.lottehomeshopping.com/user/main/index.lotte,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_88cb7f1e54f26500,lotte_mart,lotte_mart,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,lottemartzetta.com,https://lottemartzetta.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_e7bb158c1c8d9fe7,market_kurly,market_kurly,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,kurly.com,https://www.kurly.com/main,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ea031f85e857140e,mega_coffee,mega_coffee,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,megacoffee.co.kr,https://m.megacoffee.co.kr/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_d5ae5426eac23877,monimo,monimo,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,monimo.com,https://www.monimo.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ed7b9bea21def8f8,my_files,my_files,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,samsungsvc.co.kr,https://www.samsungsvc.co.kr/solution/164886,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_efda6e0b8457d63c,naver_map,naver_map,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,navercorp.com,https://www.navercorp.com/service/map,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_7594fc1d91ec9188,nc_dept_newcore_outlet,nc_dept_newcore_outlet,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,None,,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_13ed070478ef62c3,netflix,netflix,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,netflix.com,https://www.netflix.com/kr/login,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_fb3d1841dddfd982,nh_cok_bank,nh_cok_bank,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,nonghyup.com,https://banking.nonghyup.com/nhbank.html,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_95967b50683649f2,nh_smart_banking,nh_smart_banking,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,nonghyup.com,https://banking.nonghyup.com/nhbank.html,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_517b8047eb5be716,nonghyup_hanaro_mart,nonghyup_hanaro_mart,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,nhhanaro.co.kr,https://www.nhhanaro.co.kr/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_95e22b9aff7196b3,ns_homeshopping,ns_homeshopping,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,nsmall.com,https://www.nsmall.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_8d71ef6dc3fca6b0,paris_baguette_pariscroissant,paris_baguette_pariscroissant,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,None,,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ad44f9ade6b9b551,samsung_calculator,samsung_calculator,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,None,,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_088809bf9b31bc6a,samsung_card,samsung_card,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,samsungcard.com,https://www.samsungcard.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ff3ee504792f6cfc,samsung_internet_browser,samsung_internet_browser,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,samsung.com,https://www.samsung.com/sec/apps/samsung-browser/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_2cd43b99c1ed87cf,samsung_notes,samsung_notes,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,samsung.com,https://www.samsung.com/sec/apps/samsung-notes/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_dd5061eb74e2d4d4,samsung_wallet,samsung_wallet,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,samsung.com,https://www.samsung.com/sec/apps/samsung-wallet/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_8195b68ac17e42a3,seven_eleven,seven_eleven,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,7-eleven.co.kr,https://m.7-eleven.co.kr,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_64d30ef262d8782d,shinhan_sol_bank,shinhan_sol_bank,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,shinhan.com,https://bank.shinhan.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_fdce1294fac3dfdb,shinsegae_department_store,shinsegae_department_store,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,shinsegae.com,https://www.shinsegae.com/index.do,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_5beeafeac2e27eae,tiktok,tiktok,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,tiktok.com,https://www.tiktok.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ddb7aefefe0273b4,tiktok_lite,tiktok_lite,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,None,,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_60d4d22e3809f780,tmap,tmap,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,tmapmobility.com,https://www.tmapmobility.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_0f3bdb2bd0bb891e,top_mart,top_mart,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,seowon.com,https://www.seowon.com/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_35319a420294ee17,toss,toss,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,toss.im,https://toss.im/,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_190b4501e4415d5e,v3_mobile_plus,v3_mobile_plus,1,UNKNOWN,False,,NOT_APPLICABLE_SINGLETON,member 가 1건인 그룹이다. 그룹 내부 URL 관계가 성립하지 않는다.,False,ahnlab.com,https://mplweb.ahnlab.com/mplweb/v3mp/main_android.do,N/A,1,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
