web_target_id,web_target_key,web_target_url,web_registered_domain,certified_current,join_outcome,certification_number,cert_start,cert_end,target_scope_match,service_identity_match,match_basis,domain_candidate_count,valid_candidate_count,survivor_count,undetermined_reason,survivor_certification_numbers,_status,_base_sha,_shadow_lane,_created_before_p0_close,_authoritative,_real_target_outcome_used,_real_target_measurement,_requires_post_p0_reconciliation
wtg_e67be79550661604,cu,https://cu.bgfretail.com/,bgfretail.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 bgfretail.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_377983572bd38242,daiso,https://www.daiso.co.kr/,daiso.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 daiso.co.kr 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_46e5a43370f75308,danggeun,https://www.daangn.com/kr/,daangn.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 daangn.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_91b952863c62993d,daum,https://m.daum.net/?nil_top=mobile,daum.net,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 daum.net 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_cdce1ffd6b1b1e24,device_care,https://www.samsungsvc.co.kr/solution/42404,samsungsvc.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 samsungsvc.co.kr 의 인증 1건은 모두 요건1(유효기간) 미충족이다 (['PERIOD_ELAPSED']). 과거 인증은 현재 인증이 아니다.,1,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_7f6f1aa6dd218d4d,emart,https://store.emart.com/,emart.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 emart.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_be1e6feb78e5ef03,emart24,https://emart24.co.kr/,emart24.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 emart24.co.kr 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_bbdefa2950f49882,google,https://www.google.com/?hl=ko,google.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 google.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_fcf244c9ad878906,google_photos,,,,UNDETERMINED,,,,,,URL 미확정. 인증 부재를 주장할 근거도 없다.,0,0,0,WEB_TARGET_URL_UNRESOLVED — 요건2를 시험할 입력이 없다,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_12e3942c0495b9a4,gs25,https://www.gsretail.com/brand/gs25,gsretail.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 gsretail.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_e268b0ad5a2d6ece,gs_homeshopping_gsshop,,,,UNDETERMINED,,,,,,URL 미확정. 인증 부재를 주장할 근거도 없다.,0,0,0,WEB_TARGET_URL_UNRESOLVED — 요건2를 시험할 입력이 없다,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_8fd5d30f8b1d707b,hana_bank,https://banking.hanabank.com/,hanabank.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 hanabank.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_5c614fc99631ce5e,home_and_shopping,https://m.hnsmall.com/main,hnsmall.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 hnsmall.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_0ee385d0c964e560,homeplus,https://mfront.homeplus.co.kr/,homeplus.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 homeplus.co.kr 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_b728911c9782edb8,hyundai_card,https://mycompany.hyundaicard.com/,hyundaicard.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 hyundaicard.com 의 인증 1건은 모두 요건1(유효기간) 미충족이다 (['PERIOD_ELAPSED']). 과거 인증은 현재 인증이 아니다.,1,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ccb9754c97fa7341,hyundai_department_store,https://thehyundaiseoul.ehyundai.com/,ehyundai.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 ehyundai.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_353f07b932464b82,hyundai_homeshopping_hmall,https://www.hmall.com/md/dpl/index,hmall.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 hmall.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_5ede56738376a8c5,instagram,https://www.instagram.com/,instagram.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 instagram.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ccd84811932b237b,kakao_t,https://www.kakaomobility.com/service-kakaot,kakaomobility.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 kakaomobility.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_f322b894ee95c181,kakaomap,https://m.map.kakao.com/,kakao.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 kakao.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_699a5e2f3f410152,kakaotalk,https://www.kakaocorp.com/page/detail/10810?lang=ENG,kakaocorp.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 kakaocorp.com 의 인증 2건은 모두 요건1(유효기간) 미충족이다 (['PERIOD_ELAPSED']). 과거 인증은 현재 인증이 아니다.,2,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_b8b226f9fe32539a,kb_pay,https://mbiz.kbcard.com/CXEHMSVCD0012.cms,kbcard.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 kbcard.com 의 인증 4건은 모두 요건1(유효기간) 미충족이다 (['PERIOD_ELAPSED']). 과거 인증은 현재 인증이 아니다.,4,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_e296af221a5f7128,kb_starbanking,https://omoney.kbstar.com/quics?page=C021616,kbstar.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 kbstar.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_9b353f64ce509d5a,korean_air,,,,UNDETERMINED,,,,,,URL 미확정. 인증 부재를 주장할 근거도 없다.,0,0,0,WEB_TARGET_URL_UNRESOLVED — 요건2를 시험할 입력이 없다,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_dd2cec4c1fa2beec,lotte_department_store,https://www.lotteon.com:443/p/display/main/ellotte?mall_no=2,lotteon.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 lotteon.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ef06dc942ef3ccc9,lotte_himart,https://www.e-himart.co.kr/,e-himart.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 e-himart.co.kr 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_888d37f34b5d3aaa,lotte_homeshopping,https://www.lottehomeshopping.com/user/main/index.lotte,lottehomeshopping.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 lottehomeshopping.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_88cb7f1e54f26500,lotte_mart,https://lottemartzetta.com/,lottemartzetta.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 lottemartzetta.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_e7bb158c1c8d9fe7,market_kurly,https://www.kurly.com/main,kurly.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 kurly.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ea031f85e857140e,mega_coffee,https://m.megacoffee.co.kr/,megacoffee.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 megacoffee.co.kr 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_d5ae5426eac23877,monimo,https://www.monimo.com/,monimo.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 monimo.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ed7b9bea21def8f8,my_files,https://www.samsungsvc.co.kr/solution/164886,samsungsvc.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 samsungsvc.co.kr 의 인증 1건은 모두 요건1(유효기간) 미충족이다 (['PERIOD_ELAPSED']). 과거 인증은 현재 인증이 아니다.,1,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_efda6e0b8457d63c,naver_map,https://www.navercorp.com/service/map,navercorp.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 navercorp.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_7594fc1d91ec9188,nc_dept_newcore_outlet,,,,UNDETERMINED,,,,,,URL 미확정. 인증 부재를 주장할 근거도 없다.,0,0,0,WEB_TARGET_URL_UNRESOLVED — 요건2를 시험할 입력이 없다,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_13ed070478ef62c3,netflix,https://www.netflix.com/kr/login,netflix.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 netflix.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_fb3d1841dddfd982,nh_cok_bank,https://banking.nonghyup.com/nhbank.html,nonghyup.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 nonghyup.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_95967b50683649f2,nh_smart_banking,https://banking.nonghyup.com/nhbank.html,nonghyup.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 nonghyup.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_517b8047eb5be716,nonghyup_hanaro_mart,https://www.nhhanaro.co.kr/,nhhanaro.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 nhhanaro.co.kr 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_95e22b9aff7196b3,ns_homeshopping,https://www.nsmall.com/,nsmall.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 nsmall.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_8d71ef6dc3fca6b0,paris_baguette_pariscroissant,,,,UNDETERMINED,,,,,,URL 미확정. 인증 부재를 주장할 근거도 없다.,0,0,0,WEB_TARGET_URL_UNRESOLVED — 요건2를 시험할 입력이 없다,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ad44f9ade6b9b551,samsung_calculator,,,,UNDETERMINED,,,,,,URL 미확정. 인증 부재를 주장할 근거도 없다.,0,0,0,WEB_TARGET_URL_UNRESOLVED — 요건2를 시험할 입력이 없다,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_088809bf9b31bc6a,samsung_card,https://www.samsungcard.com/,samsungcard.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 samsungcard.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ff3ee504792f6cfc,samsung_internet_browser,https://www.samsung.com/sec/apps/samsung-browser/,samsung.com,,UNDETERMINED,,,,True,False,등록도메인 samsung.com 에 요건1·2 를 통과한 인증이 1건 있으나 서비스 이름이 어느 것과도 대응하지 않는다 (레지스트리 ['삼성전자승마단'] ↔ 타겟 samsung_internet_browser). 등록도메인 일치는 동일성의 필요조건이지 충분조건이 아니다. **인증이 없다고도 말하지 않는다** — 그 도메인에 유효 인증이 실재하기 때문이다.,16,1,1,REQ3_IDENTITY_NO_NAME_MATCH,2266,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_2cd43b99c1ed87cf,samsung_notes,https://www.samsung.com/sec/apps/samsung-notes/,samsung.com,,UNDETERMINED,,,,True,False,등록도메인 samsung.com 에 요건1·2 를 통과한 인증이 1건 있으나 서비스 이름이 어느 것과도 대응하지 않는다 (레지스트리 ['삼성전자승마단'] ↔ 타겟 samsung_notes). 등록도메인 일치는 동일성의 필요조건이지 충분조건이 아니다. **인증이 없다고도 말하지 않는다** — 그 도메인에 유효 인증이 실재하기 때문이다.,16,1,1,REQ3_IDENTITY_NO_NAME_MATCH,2266,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_dd5061eb74e2d4d4,samsung_wallet,https://www.samsung.com/sec/apps/samsung-wallet/,samsung.com,,UNDETERMINED,,,,True,False,등록도메인 samsung.com 에 요건1·2 를 통과한 인증이 1건 있으나 서비스 이름이 어느 것과도 대응하지 않는다 (레지스트리 ['삼성전자승마단'] ↔ 타겟 samsung_wallet). 등록도메인 일치는 동일성의 필요조건이지 충분조건이 아니다. **인증이 없다고도 말하지 않는다** — 그 도메인에 유효 인증이 실재하기 때문이다.,16,1,1,REQ3_IDENTITY_NO_NAME_MATCH,2266,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_8195b68ac17e42a3,seven_eleven,https://m.7-eleven.co.kr,7-eleven.co.kr,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 7-eleven.co.kr 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_64d30ef262d8782d,shinhan_sol_bank,https://bank.shinhan.com/,shinhan.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 shinhan.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_fdce1294fac3dfdb,shinsegae_department_store,https://www.shinsegae.com/index.do,shinsegae.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 shinsegae.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_5beeafeac2e27eae,tiktok,https://www.tiktok.com/,tiktok.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 tiktok.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_ddb7aefefe0273b4,tiktok_lite,,,,UNDETERMINED,,,,,,URL 미확정. 인증 부재를 주장할 근거도 없다.,0,0,0,WEB_TARGET_URL_UNRESOLVED — 요건2를 시험할 입력이 없다,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
wtg_60d4d22e3809f780,tmap,https://www.tmapmobility.com/,tmapmobility.com,0.0,NOT_CERTIFIED,,,,False,False,등록도메인 tmapmobility.com 이 KWACC 스냅샷 전량 2283행에 존재하지 않는다. 미매칭이 아니라 **부재의 실측**이다 (snapshot_status=COMPLETE).,0,0,0,,,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
