task_id,canonical_service_key,service_name_canonical,panel_domain,web_target_id,web_target_url,business_domain,interaction_archetype,primary_function_name,endpoint_definition,endpoint_signal_type,region_definition,region_signal_type,mapping_basis,mapping_status,mapping_ai_review_status,human_final_required,mapping_note,freeze_blocked_reason,_status,_base_sha,_shadow_lane,_created_before_p0_close,_authoritative,_real_target_outcome_used,_real_target_measurement,_requires_post_p0_reconciliation
task_shadow_google,google,Google,APP,wtg_bbdefa2950f49882,https://www.google.com/?hl=ko,PORTAL_SEARCH,QUERY,검색어 제출,검색 query가 제출된 순간,FORM_STRUCTURE,검색어 입력 control이 focus 가능한 상태로 노출 (input[type=search] / role=searchbox / role=combobox + 제출 가능한 form 또는 제출 control),DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '범용 검색엔진' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_google_photos,google_photos,Google 포토,APP,wtg_fcf244c9ad878906,,UTILITY_OTHER,UTILITY_ENTRY,도구 기능면 진입,기능면이 열리고 1차 조작 대상이 PRESENT ∧ HITTABLE,DOM_AX_ROLE,해당 task의 기능면 진입 control이 노출,CODEBOOK_PENDING,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,0,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_hana_bank,hana_bank,하나은행,APP,wtg_8fd5d30f8b1d707b,https://banking.hanabank.com/,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '은행' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_hyundai_card,hyundai_card,현대카드,APP,wtg_b728911c9782edb8,https://mycompany.hyundaicard.com/,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '카드사' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_instagram,instagram,Instagram,APP,wtg_5ede56738376a8c5,https://www.instagram.com/,SOCIAL_COMMUNICATION,COMMUNICATION_ENTRY,교환공간 진입,게시물/스레드가 열린 순간,URL_PATTERN,게시물/스레드 목록 또는 작성 진입 control이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion 'SNS' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_kakaomap,kakaomap,카카오맵,APP,wtg_f322b894ee95c181,https://m.map.kakao.com/,MAP_MOBILITY,PLACE_LOOKUP,장소 탐색,장소검색이 제출된 순간,FORM_STRUCTURE,장소검색 입력 control 또는 장소 항목 목록이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '지도' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_kakaotalk,kakaotalk,카카오톡,APP,wtg_699a5e2f3f410152,https://www.kakaocorp.com/page/detail/10810?lang=ENG,SOCIAL_COMMUNICATION,COMMUNICATION_ENTRY,교환공간 진입,게시물/스레드가 열린 순간,URL_PATTERN,게시물/스레드 목록 또는 작성 진입 control이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '메신저' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_kb_pay,kb_pay,KB Pay,APP,wtg_b8b226f9fe32539a,https://mbiz.kbcard.com/CXEHMSVCD0012.cms,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '간편결제' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_kb_starbanking,kb_starbanking,KB스타뱅킹,APP,wtg_e296af221a5f7128,https://omoney.kbstar.com/quics?page=C021616,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '은행' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_monimo,monimo,모니모,APP,wtg_d5ae5426eac23877,https://www.monimo.com/,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '통합자산조회' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_my_files,my_files,내 파일,APP,wtg_ed7b9bea21def8f8,https://www.samsungsvc.co.kr/solution/164886,UTILITY_OTHER,UTILITY_ENTRY,도구 기능면 진입,기능면이 열리고 1차 조작 대상이 PRESENT ∧ HITTABLE,DOM_AX_ROLE,해당 task의 기능면 진입 control이 노출,CODEBOOK_PENDING,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '파일 관리' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_naver_app,naver_app,네이버,APP,wtg_6d5510a695d0a614,,PORTAL_SEARCH,QUERY,검색어 제출,검색 query가 제출된 순간,FORM_STRUCTURE,검색어 입력 control이 focus 가능한 상태로 노출 (input[type=search] / role=searchbox / role=combobox + 제출 가능한 form 또는 제출 control),DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '종합 포털 (BD-2 관문 정체성 1차)' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_naver_map,naver_map,네이버지도,APP,wtg_efda6e0b8457d63c,https://www.navercorp.com/service/map,MAP_MOBILITY,PLACE_LOOKUP,장소 탐색,장소검색이 제출된 순간,FORM_STRUCTURE,장소검색 입력 control 또는 장소 항목 목록이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '지도' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_netflix,netflix,Netflix,APP,wtg_13ed070478ef62c3,https://www.netflix.com/kr/login,CONTENT_VIDEO,CONTENT_OPEN,콘텐츠 1건 열기,기사 본문이 열린 순간,URL_PATTERN,개별 콘텐츠(기사·영상) 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion 'OTT' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_nh_cok_bank,nh_cok_bank,NH콕뱅크,APP,wtg_fb3d1841dddfd982,https://banking.nonghyup.com/nhbank.html,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '은행' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_nh_smart_banking,nh_smart_banking,NH스마트뱅킹,APP,wtg_95967b50683649f2,https://banking.nonghyup.com/nhbank.html,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '은행' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_samsung_calculator,samsung_calculator,삼성 계산기,APP,wtg_ad44f9ade6b9b551,,UTILITY_OTHER,UTILITY_ENTRY,도구 기능면 진입,기능면이 열리고 1차 조작 대상이 PRESENT ∧ HITTABLE,DOM_AX_ROLE,해당 task의 기능면 진입 control이 노출,CODEBOOK_PENDING,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,0,web_eligibility_status = EXCLUDED_APP_ONLY 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_samsung_card,samsung_card,삼성카드,APP,wtg_088809bf9b31bc6a,https://www.samsungcard.com/,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '카드사' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_samsung_internet_browser,samsung_internet_browser,삼성 인터넷 브라우저,APP,wtg_ff3ee504792f6cfc,https://www.samsung.com/sec/apps/samsung-browser/,PORTAL_SEARCH,QUERY,검색어 제출,검색 query가 제출된 순간,FORM_STRUCTURE,검색어 입력 control이 focus 가능한 상태로 노출 (input[type=search] / role=searchbox / role=combobox + 제출 가능한 form 또는 제출 control),DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '범용 검색을 전면에 둔 브라우저 시작면' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_samsung_notes,samsung_notes,삼성 노트,APP,wtg_2cd43b99c1ed87cf,https://www.samsung.com/sec/apps/samsung-notes/,UTILITY_OTHER,UTILITY_ENTRY,도구 기능면 진입,기능면이 열리고 1차 조작 대상이 PRESENT ∧ HITTABLE,DOM_AX_ROLE,해당 task의 기능면 진입 control이 노출,CODEBOOK_PENDING,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '메모 생산성 도구' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_samsung_wallet,samsung_wallet,삼성 월렛,APP,wtg_dd5061eb74e2d4d4,https://www.samsung.com/sec/apps/samsung-wallet/,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,1,codebook inclusion 'BD 경계규칙 — 결제수단 관리가 1차' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_shinhan_sol_bank,shinhan_sol_bank,신한 SOL뱅크,APP,wtg_64d30ef262d8782d,https://bank.shinhan.com/,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '은행' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_tiktok,tiktok,TikTok,APP,wtg_5beeafeac2e27eae,https://www.tiktok.com/,CONTENT_VIDEO,CONTENT_OPEN,콘텐츠 1건 열기,기사 본문이 열린 순간,URL_PATTERN,개별 콘텐츠(기사·영상) 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '숏폼' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_tiktok_lite,tiktok_lite,TikTok Lite,APP,wtg_ddb7aefefe0273b4,,CONTENT_VIDEO,CONTENT_OPEN,콘텐츠 1건 열기,기사 본문이 열린 순간,URL_PATTERN,개별 콘텐츠(기사·영상) 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,0,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_tmap,tmap,티맵,APP,wtg_60d4d22e3809f780,https://www.tmapmobility.com/,MAP_MOBILITY,PLACE_LOOKUP,장소 탐색,장소검색이 제출된 순간,FORM_STRUCTURE,장소검색 입력 control 또는 장소 항목 목록이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '내비게이션' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_toss,toss,토스,APP,wtg_35319a420294ee17,https://toss.im/,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '간편결제·송금' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_v3_mobile_plus,v3_mobile_plus,V3 Mobile Plus,APP,wtg_190b4501e4415d5e,https://mplweb.ahnlab.com/mplweb/v3mp/main_android.do,UTILITY_OTHER,UTILITY_ENTRY,도구 기능면 진입,기능면이 열리고 1차 조작 대상이 PRESENT ∧ HITTABLE,DOM_AX_ROLE,해당 task의 기능면 진입 control이 노출,CODEBOOK_PENDING,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '보안·백신' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
